Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church,Undecided
69,1,1,0,4,75,20,0,1
54,1,1,1,2,107,18,1,1
43,1,0,1,4,105,15,1,1
49,1,0,1,2,130,18,1,0
39,1,1,1,3,62,9,0,0
33,1,0,0,1,125,18,1,0
39,1,1,1,3,97,12,1,0
43,1,1,0,1,124,18,0,1
54,0,0,0,3,17,8,0,0
57,1,1,1,2,380,10,0,0
45,1,1,0,1,23,18,0,1
62,1,1,0,2,60,16,1,1
52,1,1,1,3,107,15,1,1
44,1,1,1,5,143,18,1,0
41,0,1,1,4,119,18,1,0
68,0,1,1,3,83,8,0,0
52,1,1,0,6,90,16,1,1
50,1,1,1,4,150,20,0,1
54,1,1,1,3,98,18,0,1
43,1,0,0,2,35,20,0,0
45,0,0,1,2,43,8,0,0
49,1,1,1,4,94.5,16,0,1
54,1,1,0,3,67,18,0,1
45,1,1,1,6,105,15,0,1
41,1,1,1,2,62,12,0,0
51,1,1,1,5,326,20,0,0
39,1,1,1,3,25,18,0,1
58,1,1,1,6,177,20,0,1
42,0,1,0,2,67,20,1,0
67,0,1,0,2,81,8,0,0
53,1,1,1,3,135,8,0,0
43,1,1,1,3,173,18,0,1
66,0,0,0,1,60.5,8,0,0
33,1,1,1,2,175,18,1,0
55,1,1,0,2,79,8,1,0
52,1,1,1,2,54,18,1,0
46,1,1,1,3,151,20,1,0
60,0,0,0,3,32,8,1,0
48,1,1,1,6,132,15,1,1
37,1,1,1,3,20,9,1,0
44,1,1,1,6,108,15,1,1
59,1,1,1,4,93,16,1,1
69,1,1,0,1,77,20,1,0
65,1,0,1,4,105,20,0,0
38,1,1,1,6,160,8,1,0
38,1,1,1,4,78,8,0,0
54,1,0,1,5,59,8,1,0
39,1,1,1,7,130,15,1,1
36,1,0,1,3,60.5,18,1,0
35,1,0,1,2,76,9,1,0
32,1,1,1,6,170,15,0,1
50,1,1,1,5,285,16,1,1
51,1,0,1,3,69,20,0,0
47,1,1,1,4,59,18,1,0
50,1,1,1,5,124,18,1,0
42,1,0,1,2,105,18,1,0
51,1,1,1,5,130,8,1,0
35,1,0,1,6,253,15,1,0
42,1,1,0,2,151,8,1,0
72,0,1,1,3,72,20,1,0
31,1,1,1,5,256,8,1,1
33,0,0,1,3,124,15,0,1
68,1,1,1,5,303,20,0,0
31,1,1,1,6,210,15,0,0
49,1,1,1,4,54,8,1,0
54,1,1,1,5,128,18,1,0
62,1,1,1,5,209,20,0,1
39,1,1,1,6,146,18,1,0
55,1,1,1,4,124,16,1,1
47,1,1,0,2,64,15,0,1
34,1,1,1,3,122,15,0,1
39,1,0,1,2,107.5,9,1,0
44,1,1,1,6,100,13,0,1
72,0,1,0,2,28,8,0,0
53,1,1,0,1,134,18,0,1
35,1,0,1,2,100,18,1,1
53,1,1,1,5,67,15,0,1
46,1,0,1,3,88,15,1,1
42,1,1,1,6,65,15,1,1
35,1,1,1,3,58,18,0,1
52,1,0,1,3,120,13,0,1
74,1,1,1,6,26,16,0,1
43,1,1,1,2,48,18,0,1
46,1,1,1,3,296,15,0,0
58,1,1,1,6,8,8,1,0
49,1,1,1,4,62,8,1,0
45,1,1,1,3,94,20,1,0
42,0,1,0,1,142.5,18,0,1
56,0,1,1,4,48,20,1,0
58,1,1,1,3,45,20,1,0
64,1,1,1,3,91,10,0,0
57,1,1,1,3,133,20,0,1
52,1,1,1,3,92,8,1,0
54,1,1,1,3,64.5,20,0,1
47,1,1,1,3,50,15,1,1
46,1,0,1,3,118,20,1,0
49,1,1,1,4,159,15,1,1
44,1,0,0,4,195,18,0,0
50,1,1,1,3,120,18,1,0
48,1,1,1,5,229,18,1,0
65,0,1,0,1,41,20,1,0
53,1,1,1,3,63,8,1,0
49,1,1,0,1,24,9,0,0
45,1,1,1,6,114,18,1,0
49,0,1,1,5,275,15,1,0
36,1,1,1,2,90.5,8,1,0
46,1,1,1,3,119,20,1,0
58,1,1,0,4,88,16,0,1
31,1,1,1,5,165,15,0,1
63,1,1,1,7,79.5,16,0,1
53,1,1,1,2,87,20,1,0
63,1,0,1,3,99,20,0,0
42,1,1,1,4,240,15,1,0
57,0,1,1,5,76,8,0,0
63,1,1,1,4,131,16,0,1
52,1,1,1,5,367,13,0,0
51,1,0,1,3,250,20,0,0
57,1,0,0,2,138,20,1,0
31,1,1,0,4,108,15,1,1
69,1,0,1,5,138,20,0,0
51,1,1,0,1,136.5,18,1,0
66,1,1,1,4,110,8,1,0
30,1,1,0,1,82,18,0,1
54,0,0,1,2,78,18,1,0
44,1,1,1,4,161,18,0,1
54,1,1,1,6,333,8,0,0
55,1,1,1,4,154,20,1,0
52,0,1,0,1,70,20,1,0
62,1,1,1,2,81,20,1,0
57,0,1,0,1,27,8,0,0
51,1,0,1,4,158,20,1,0
37,1,1,1,4,206,12,1,0
64,1,1,1,2,110,20,1,0
37,1,1,1,7,189,15,0,0
56,1,0,1,3,149,12,1,0
41,1,1,1,5,75,15,0,1
46,0,1,0,1,96,18,0,1
59,0,0,0,1,78.5,20,1,0
46,1,1,1,4,78.5,9,0,0
67,0,1,1,6,144,16,1,1
47,1,1,0,2,68,18,0,1
71,1,0,1,2,87,20,1,0
74,1,1,1,2,97,20,1,0
44,1,1,1,3,70,20,0,1
53,1,1,1,2,86,10,0,0
62,1,1,1,3,112,20,1,0
39,1,0,0,3,34,18,0,0
57,1,1,1,2,15,20,1,0
37,1,1,1,3,82,15,0,1
33,1,1,1,4,65.5,18,0,1
47,1,1,1,3,15,15,1,1
43,1,1,1,3,161,12,0,0
57,1,1,1,3,6,16,1,1
59,1,1,0,1,91,20,0,1
51,1,1,1,3,101,15,0,1
49,1,1,1,2,95,20,1,0
62,1,1,1,2,130,13,1,1
60,1,0,1,5,168,20,1,0
32,1,0,1,4,82.5,12,0,0
77,0,1,0,1,79,20,1,0
39,1,0,0,4,5,18,1,0
56,1,1,1,3,81,16,1,1
63,0,1,1,3,75,20,1,0
62,1,1,1,4,166,20,0,1
50,1,1,1,2,13,20,0,1
47,1,1,1,2,61,18,1,0
46,1,1,1,2,73,20,0,1
45,1,1,1,2,113,18,1,0
51,1,1,1,2,68,18,0,1
50,1,1,0,6,64,16,0,1
42,1,1,1,5,88,18,0,1
40,1,1,0,4,48,18,0,1
51,1,1,1,3,128,20,0,1
34,0,1,1,5,94,8,0,0
70,1,1,1,3,112,20,1,0
50,1,1,1,7,101,20,0,1
57,1,1,1,5,115,15,0,1
66,1,1,1,5,85,20,0,1
47,1,1,1,4,123,18,1,0
68,1,1,0,1,15,8,1,0
41,1,1,1,5,151,15,0,1
72,1,0,1,5,87,20,1,0
39,1,1,1,4,59,18,0,1
52,0,1,1,4,51,18,1,0
34,0,1,1,4,41,8,0,0
49,1,1,1,4,102,15,1,1
63,1,1,0,1,32,20,1,0
50,1,1,1,3,163,12,0,0
45,1,0,1,3,30,18,0,0
60,1,0,0,4,97,20,0,0
54,1,1,1,4,146,20,1,0
44,1,1,1,3,40,18,0,1
48,1,1,0,1,51,20,0,1
45,0,1,1,2,161,16,1,1
63,1,1,0,1,136,20,0,1
42,1,0,1,5,140,15,0,1
44,1,1,1,2,146,16,1,1
46,1,1,1,3,66,20,0,1
43,1,1,1,3,13,20,0,1
37,0,1,1,5,127,15,1,1
48,0,1,0,4,28,8,1,0
52,1,1,1,2,135,20,0,1
56,1,1,1,4,95,13,0,1
43,1,1,0,2,17,8,1,0
44,1,1,1,2,18,20,0,1
47,1,1,1,3,140,18,0,1
47,1,1,0,1,127,8,1,0
68,1,1,1,6,51,16,0,1
42,1,1,1,3,18,20,0,1
40,1,0,1,2,38,15,0,1
47,1,0,1,5,73,20,0,0
55,0,1,0,1,11,20,0,1
43,1,1,1,7,183,8,0,0
46,1,1,1,4,120,8,0,0
39,1,1,1,5,54,8,0,0
51,1,0,1,3,106,9,0,0
40,1,0,1,3,25,18,0,0
49,1,1,1,4,97,16,1,1
50,0,0,1,5,92.5,8,1,0
50,1,1,1,4,142,20,0,1
52,0,1,1,4,135,20,0,1
55,1,1,1,2,137.5,8,0,0
55,1,0,1,7,35,8,1,0
41,1,0,1,3,203,15,1,0
71,1,1,1,2,6,13,0,1
55,1,1,1,2,135,20,1,0
54,1,1,1,3,54,16,1,1
48,1,1,1,2,8,12,0,0
38,0,1,1,2,35,18,1,0
38,1,0,1,5,203,15,0,0
35,1,1,1,3,163,15,0,1
74,1,1,1,3,84,13,0,1
34,1,1,1,2,6,18,0,1
53,1,1,1,2,10,8,0,0
49,1,1,1,4,183,18,0,1
41,1,1,1,4,148,16,1,1
47,1,1,1,3,175,18,1,0
43,1,1,1,4,470,16,0,0
56,1,1,1,2,43,18,1,0
41,1,1,1,6,145,12,1,0
53,1,1,1,4,85.5,16,1,1
53,1,1,1,6,151,15,0,1
54,0,1,1,2,147,20,0,1
49,1,1,1,2,104,20,0,1
63,1,1,1,5,156,20,0,1
70,1,1,0,1,116,20,1,0
58,1,1,1,4,48,20,0,1
50,1,1,1,5,91,15,0,1
47,1,1,0,2,58,18,1,0
62,1,1,1,5,57,20,1,0
53,1,1,0,1,44,10,1,0
52,1,0,1,5,83,16,1,1
43,1,1,1,6,96,12,1,0
48,0,1,0,2,95.5,15,1,1
35,0,1,1,5,78,18,0,1
61,1,1,0,1,22,16,0,1
69,1,1,1,7,107,13,1,1
41,1,0,1,6,81,15,1,1
64,1,0,1,3,37,20,0,0
70,0,1,1,3,182,20,1,0
41,1,1,1,7,128,18,0,1
43,0,1,1,5,91,12,0,0
55,1,0,1,5,97,18,0,0
61,1,1,1,2,27,8,0,0
48,1,1,1,2,153,20,0,1
59,1,1,0,4,43,15,1,1
58,0,1,1,4,133,20,0,1
60,1,1,1,4,47,20,1,0
45,1,1,1,3,146,8,1,0
44,1,1,1,2,71,16,0,1
39,1,1,1,4,78,12,1,0
31,1,1,0,3,63,12,1,0
39,1,1,1,4,100,15,1,1
51,1,1,1,6,27,15,1,1
47,1,0,1,4,178,12,0,0
31,1,1,1,7,75,15,1,1
54,0,1,1,2,10,16,0,1
52,1,1,1,3,143,20,0,1
30,0,1,1,7,121,12,1,0
74,1,1,1,5,46,20,1,0
55,0,0,1,3,64,20,0,0
42,1,0,1,4,110,18,0,0
52,1,1,0,3,25,20,1,0
60,1,1,1,6,141,20,1,1
46,1,1,1,6,122,15,0,1
58,1,0,1,7,93,16,1,1
37,1,1,1,3,150,15,1,1
47,1,1,1,5,84,18,0,1
65,1,1,0,2,36,16,1,1
38,1,1,1,4,59,15,1,1
44,1,1,1,3,212,20,0,1
55,1,1,1,2,150,12,1,0
36,1,1,0,3,18,18,0,1
53,1,1,1,2,192,12,0,0
57,1,0,0,2,12,8,0,0
53,1,1,1,5,97,18,1,0
45,1,1,1,4,81,9,1,0
51,1,1,1,2,92,20,0,1
52,1,1,1,5,233,15,1,0
40,0,1,1,6,115,18,0,1
45,1,1,1,6,72,15,1,1
46,0,1,1,4,96,16,1,1
56,1,1,1,2,112,20,0,1
56,1,1,1,4,72,12,0,0
50,1,1,0,1,107,18,0,1
58,1,0,1,4,42,20,0,0
62,0,1,1,2,26,20,1,0
43,0,1,1,3,93,15,1,1
50,1,0,1,2,56,8,0,1
50,0,0,1,3,157.5,8,0,0
55,1,1,1,4,57.5,20,1,0
42,0,1,0,1,22,8,0,0
44,1,1,0,1,62,18,0,1
49,0,1,1,3,34,18,1,0
53,0,1,1,3,87,13,0,1
45,1,1,1,4,39,20,0,1
58,1,0,1,4,62,18,1,0
60,1,1,1,4,73,20,0,1
54,1,1,0,1,90,20,1,0
59,1,1,0,1,123,13,1,1
53,1,0,1,2,39,20,1,0
39,1,1,1,6,130,15,1,1
40,0,1,1,4,115,15,0,1
66,0,1,1,2,49,20,1,0
74,1,1,1,3,40,20,0,1
52,1,1,1,4,103,10,1,0
43,1,1,1,3,23,9,0,0
56,1,1,0,3,128,18,0,1
35,1,1,0,1,203,18,0,1
35,1,1,0,1,110,12,1,0
38,1,1,1,3,171,18,1,0
53,0,1,1,6,90,20,1,0
49,1,1,1,4,489,15,0,0
68,1,1,1,3,126,20,0,1
31,1,1,1,3,73,15,1,1
69,1,1,1,3,53,20,1,0
33,1,1,0,2,73,12,0,0
59,1,1,1,4,39,20,1,0
39,0,1,1,2,61,8,0,0
43,1,1,0,1,25,18,0,1
47,1,0,1,3,70,20,0,0
72,1,1,0,3,27,20,0,1
64,1,1,1,2,7,20,0,1
46,1,1,1,3,451,18,0,0
58,1,1,0,6,111,20,1,0
59,0,1,0,3,136.5,13,1,1
50,1,1,1,2,64,12,0,0
63,1,1,1,3,76,20,0,1
55,1,1,1,4,137,13,1,1
42,1,1,1,3,128,20,1,0
58,0,1,1,5,139,16,1,1
47,1,1,1,2,87,8,0,0
68,1,1,0,1,58,20,1,0
70,1,1,0,1,129,10,0,0
64,1,1,1,3,6,20,0,1
44,1,1,1,5,85,18,1,0
32,1,0,1,5,169,18,0,0
53,1,1,1,4,111,15,1,1
38,1,1,0,5,23,15,1,1
45,1,1,1,2,58,8,0,0
56,1,0,1,3,93,13,1,1
43,1,1,1,5,141,15,1,1
60,1,1,1,6,64,16,1,1
70,1,1,1,3,104,20,0,1
58,1,1,1,2,104,13,1,1
78,1,1,0,1,54,8,1,0
45,0,1,0,2,15,8,1,0
53,0,1,1,5,205,15,1,0
39,1,1,1,2,146,18,1,0
30,0,1,1,3,40,15,1,1
47,0,1,1,5,168,20,0,1
43,1,1,1,5,41,12,0,0
49,1,1,0,1,118.5,12,1,0
73,1,1,1,5,40,20,1,0
53,1,1,0,1,42,10,1,0
59,1,0,1,2,124,20,1,0
52,1,1,0,1,133,18,1,0
64,1,0,1,6,37,20,1,1
70,1,1,1,3,146,20,1,0
45,1,1,0,1,4,20,0,1
50,1,1,1,3,6,18,0,1
32,1,0,0,4,55,18,0,0
39,1,0,1,6,45.5,18,1,0
45,1,1,1,2,90,20,0,1
72,1,0,1,2,115.5,20,1,0
33,1,1,1,4,94,18,0,1
31,1,1,1,3,100,18,0,1
42,1,0,1,5,131,18,0,0
33,1,1,1,5,238,15,1,0
54,1,0,1,7,235,20,1,0
31,1,1,0,3,98,15,0,1
55,0,1,1,5,64,10,0,0
51,1,0,0,2,122.5,8,0,0
62,1,0,1,2,40,20,0,0
38,1,1,1,3,197,15,0,0
61,1,0,1,6,64.5,16,1,1
47,1,1,0,3,71,18,0,1
43,1,1,1,5,225,18,1,0
49,1,1,1,4,298,16,0,0
44,1,1,1,3,44,20,0,1
44,1,1,0,2,72,18,1,0
55,0,1,0,2,121,8,1,0
53,1,1,1,5,134,18,0,1
32,1,0,1,5,273,12,1,0
67,0,0,1,6,82,16,0,1
64,1,1,1,5,222,13,0,0
40,1,0,1,2,461,18,1,0
63,1,1,1,3,20,20,1,0
36,1,1,0,3,35,8,1,0
44,0,0,1,6,118,20,1,0
44,1,1,1,2,170,20,1,0
45,1,1,1,5,105,12,0,0
41,1,1,0,3,66,18,1,0
50,1,1,0,1,52,9,0,0
53,1,1,1,4,125,18,1,0
66,1,1,0,1,85,20,0,1
50,1,1,1,3,84.5,18,1,0
54,1,1,1,4,95,12,1,0
36,0,1,1,6,50,15,0,1
59,1,0,0,2,94,20,1,0
59,1,1,1,5,95,16,0,1
56,1,1,1,2,77,20,0,1
61,1,1,1,5,84,8,1,0
74,1,1,1,3,7,20,0,1
60,1,1,1,4,91,20,1,0
77,0,0,1,3,92,20,0,0
62,1,1,1,4,64,13,0,1
60,1,1,1,4,351,20,0,0
49,1,1,1,3,482,20,1,0
49,1,1,1,3,142,15,0,1
56,1,1,1,4,194,8,1,0
65,1,0,1,3,139,20,1,0
50,1,1,1,5,47,15,1,1
53,1,1,1,3,61,18,1,0
54,1,1,1,4,149,18,1,0
51,0,0,1,5,446,20,1,0
49,0,1,1,4,48,20,0,1
46,0,1,1,2,92,8,0,0
66,1,0,1,4,245,20,1,0
53,1,0,1,4,163,13,1,1
42,1,1,0,1,89.5,8,0,0
50,1,1,0,2,66,8,1,0
57,0,1,1,6,47,8,1,0
29,1,1,1,4,166,12,0,0
69,1,1,1,4,119,20,0,1
55,1,1,0,2,50,10,0,0
38,0,1,1,5,33,8,1,0
57,0,0,0,3,165,16,0,1
46,1,1,1,2,113,20,0,1
65,0,0,0,1,81,8,0,0
47,1,0,1,6,155,20,1,0
43,1,0,1,5,33,20,1,0
37,1,0,1,3,66,18,0,0
69,0,1,1,2,270,20,1,0
60,1,1,1,5,202,20,0,1
30,1,1,1,3,206,15,1,0
49,1,0,1,3,148,20,0,0
60,1,1,0,1,152,8,1,0
48,0,1,1,5,100,8,1,0
60,1,1,1,6,97,13,1,1
63,1,1,0,1,25,20,1,0
33,1,1,1,2,205,18,0,1
39,1,1,1,2,95,18,1,0
54,1,1,1,5,84,20,0,1
55,1,1,0,1,64.5,8,1,0
52,1,1,1,2,125,15,1,1
36,1,1,1,4,201,15,1,0
46,1,1,1,5,101,15,0,1
36,0,1,1,3,89.5,9,0,0
34,1,1,1,7,143,15,1,1
48,1,0,1,4,101,15,0,1
68,1,1,1,3,160,20,0,1
45,1,0,0,1,101,18,0,0
56,1,1,0,1,48,20,0,1
62,0,1,1,3,299,20,1,0
40,1,1,1,6,66,15,0,1
36,1,1,1,5,78,18,0,1
45,1,1,1,3,95.5,9,1,0
43,1,1,0,1,59.5,18,1,0
61,1,1,1,3,59,8,0,0
51,0,1,0,4,14,8,1,0
63,1,1,1,4,31,20,1,0
43,1,0,1,4,20,18,1,0
63,1,1,1,3,106,20,0,1
60,1,0,1,4,90,20,0,0
56,1,1,1,4,128,16,1,1
41,1,1,1,5,143,15,0,1
40,1,1,1,2,44,18,1,0
36,0,1,1,5,33,8,1,0
42,1,1,1,3,42,18,1,0
42,1,0,1,3,288,20,0,0
36,1,1,1,5,20,15,1,1
47,1,1,1,5,77,20,0,1
34,1,1,1,2,7,18,1,0
35,1,1,1,6,95,15,0,1
54,1,1,1,4,61,18,1,0
42,1,0,1,3,112,15,1,1
61,1,1,1,3,152,20,0,1
32,1,1,0,1,62,12,0,0
51,1,1,1,4,135,8,0,0
57,1,0,0,4,6,8,1,0
41,1,0,0,1,107,18,0,0
57,1,1,0,2,105,20,0,1
63,0,1,1,4,81,20,1,0
33,1,1,1,4,180,15,1,0
50,0,1,1,6,118,12,1,0
76,1,0,1,4,90,16,0,1
47,1,1,1,2,140,20,0,1
60,1,1,1,3,138,8,0,1
62,1,1,1,7,83,20,1,0
57,1,1,1,5,20,15,1,1
62,1,1,1,4,67,16,1,1
67,1,1,0,1,137,8,0,0
40,0,1,0,6,57,16,0,1
70,1,1,0,2,21,8,1,0
58,1,1,0,3,20,13,1,1
41,1,1,1,4,59,15,1,1
52,1,0,1,3,62.5,8,1,0
45,1,1,1,3,134,12,0,0
60,1,0,0,1,90,13,1,1
35,1,1,1,4,13,18,1,0
43,1,1,0,2,61.5,8,0,0
53,1,1,0,4,59,8,1,0
32,1,1,1,6,312,12,0,0
54,1,1,1,6,117,20,1,0
35,1,1,1,6,367,15,0,0
49,1,0,0,1,109,20,0,0
53,1,1,1,2,149,18,0,1
36,0,1,1,2,57,15,0,1
56,1,0,0,1,118,20,0,0
41,1,1,1,6,30,18,0,1
59,1,1,1,5,74,16,0,1
61,0,1,1,4,58,8,0,0
54,1,1,1,5,74,16,0,1
44,1,1,1,3,73,18,0,1
33,1,1,1,5,120,12,0,0
38,1,1,1,3,142,18,0,1
38,1,1,1,5,185,12,1,0
69,1,1,1,2,125,20,1,0
43,1,1,1,3,77,18,0,1
46,1,1,1,2,53,18,1,0
52,1,1,0,3,15,8,1,0
56,1,1,1,5,76,16,0,1
28,1,1,1,4,304,12,0,0
34,0,0,1,4,86,8,0,0
32,0,0,1,7,65,8,0,0
46,1,1,1,4,38,12,1,0
48,1,0,1,4,102,13,1,1
55,1,1,0,1,113,8,1,0
42,1,1,1,4,135,15,1,1
36,1,1,0,3,107,9,1,0
51,1,0,1,5,91,20,1,0
59,1,1,1,2,59,20,1,0
45,1,1,1,3,135,18,1,0
40,0,1,0,2,19,8,0,0
42,1,1,1,5,231,15,0,0
49,1,1,1,6,137,15,0,1
40,1,1,0,3,43,15,0,1
36,1,1,1,6,147,15,0,1
41,1,1,1,5,105,15,0,1
74,1,1,1,6,90,20,0,1
59,1,1,1,2,83,20,1,0
52,1,1,1,3,164,15,0,1
55,1,1,1,2,300,18,0,0
34,1,1,1,6,138,15,1,1
54,1,1,1,3,138,18,0,1
52,1,1,0,3,75,18,0,1
37,1,1,1,5,177.5,15,0,0
68,1,1,1,3,26,20,0,1
48,1,0,1,3,43,18,1,0
48,1,1,1,3,161,18,1,0
61,1,1,0,1,102,20,0,1
48,1,1,1,4,138,16,1,1
48,1,1,0,4,46,15,1,1
43,1,1,1,5,115,18,0,1
47,1,1,0,1,30,18,1,0
52,1,1,0,1,428,15,0,0
47,1,0,1,3,66,16,0,1
58,1,1,1,6,204,16,0,1
43,1,1,1,2,56,18,1,0
52,1,0,1,3,136,20,1,0
37,0,1,1,6,124,12,0,0
32,1,1,1,5,122,18,0,1
46,1,1,1,3,140,15,0,1
40,1,1,1,4,60,15,0,1
55,1,1,1,5,110,15,1,1
32,1,1,1,3,79.5,18,1,0
51,1,1,1,3,92,16,0,1
42,1,0,1,4,177,18,1,0
44,1,1,1,5,37,8,1,0
54,1,0,1,3,44,20,0,0
49,1,0,0,4,105,18,1,0
58,0,0,1,5,37,20,1,0
57,1,0,0,4,94,20,0,0
47,1,0,1,5,108,15,0,1
51,1,1,1,3,140,20,1,0
33,1,1,1,6,25,15,1,1
54,0,1,0,2,299,8,1,0
46,1,1,1,2,39.5,15,0,1
65,1,1,1,2,6,20,1,0
46,1,1,1,3,94,18,1,0
47,1,1,1,6,96,15,0,1
61,1,1,1,2,88,20,0,1
61,1,0,1,4,235,20,1,0
31,1,1,0,3,40,9,1,0
44,1,1,0,3,105,8,0,0
60,1,1,0,1,51,20,1,0
58,0,1,1,5,32,8,1,0
43,0,1,1,4,178,18,1,0
48,1,1,1,3,108,15,0,1
47,1,1,1,5,41,15,0,1
48,1,1,1,3,69,15,0,1
62,1,1,1,4,66,20,0,1
43,1,1,1,4,119,15,0,1
42,1,1,0,1,48,16,0,1
57,1,0,1,6,131,20,1,0
77,1,1,0,5,4,13,1,1
32,1,1,1,3,116,15,1,1
66,1,1,1,3,545,20,1,0
47,1,1,1,5,115,15,1,1
37,1,1,1,5,129,18,1,0
66,1,1,1,2,87,20,0,1
46,1,1,1,3,77,18,0,1
34,1,1,1,4,173,18,1,0
40,1,1,1,3,75,9,0,0
39,1,1,1,3,149,15,0,1
60,1,1,0,4,28,20,1,0
52,1,1,0,1,74,15,1,1
54,0,1,0,3,11,8,0,0
51,1,1,1,3,96.5,18,1,0
35,1,1,1,3,11.5,12,1,0
54,1,1,1,5,118,18,1,0
55,1,1,0,1,64,20,0,1
52,1,1,0,3,33,8,1,0
61,1,1,1,2,146,20,1,0
35,1,1,1,4,125,8,1,0
60,0,1,1,7,101,10,1,0
60,1,1,1,3,114,20,0,1
45,1,1,1,6,154,16,1,1
45,1,1,1,4,6,8,1,0
38,1,0,1,4,40,15,0,1
47,0,1,1,6,115,13,0,1
41,1,1,1,2,158,15,1,1
43,1,0,1,7,137,12,0,0
44,1,1,0,1,154,18,1,0
39,1,1,1,3,191,15,0,0
44,0,1,1,3,208,15,1,0
36,1,1,0,4,8,15,1,1
52,1,0,1,4,70,8,0,0
59,1,1,1,2,89,20,1,0
39,1,1,1,7,38,12,0,0
48,1,1,0,1,126.5,18,1,1
41,1,1,1,4,530,18,1,0
46,1,1,1,3,124,12,1,0
45,1,1,0,3,22,18,1,0
49,1,1,1,3,25,20,0,1
53,1,1,1,3,87,20,0,1
35,1,1,1,2,48,18,0,1
36,1,1,1,5,117,18,0,1
44,1,0,1,2,82,20,1,0
37,1,1,1,3,223,15,1,0
40,1,0,0,1,114,15,1,1
50,1,1,1,5,362,12,0,0
45,1,1,1,4,83,12,0,0
53,1,1,0,4,83.5,18,1,0
56,0,1,1,3,97,15,1,1
51,1,1,1,2,169,8,1,0
49,1,1,0,2,20,13,0,1
51,0,1,1,4,163,15,1,1
43,1,0,1,3,179,15,1,0
64,1,1,1,4,213,20,0,1
48,1,1,0,5,97,15,1,1
50,1,1,1,2,62.5,18,1,0
52,1,1,1,5,116,16,1,1
31,1,1,0,3,45,18,1,0
54,1,1,0,1,109,13,1,1
59,1,1,1,3,96,20,0,1
38,1,1,0,1,70,18,0,1
51,1,1,1,2,66,8,0,0
45,1,1,1,5,158,12,1,0
50,1,1,1,4,20,20,0,1
38,1,1,1,2,536,15,1,0
48,1,1,1,5,187,15,1,0
55,1,1,1,3,152,15,1,1
41,1,1,1,3,152,18,1,0
63,1,0,1,3,230,20,1,0
36,1,0,1,4,199,15,0,0
42,1,0,0,4,30,12,1,0
62,0,0,1,3,112,20,1,0
50,1,1,1,2,74,12,1,0
55,1,1,1,5,134,15,0,1
33,1,0,1,7,108,12,1,0
43,1,1,1,3,116,18,0,1
55,1,1,1,3,20,15,0,1
61,1,1,0,1,90,20,1,0
55,1,0,1,5,133,20,1,0
47,0,0,1,3,60,15,1,1
55,0,1,1,2,152,8,1,0
68,1,1,1,2,80,16,1,1
48,1,1,0,3,64,18,0,1
39,0,0,1,5,66.5,12,0,0
41,1,1,1,3,92,8,0,0
46,1,1,1,2,88,18,0,1
41,1,1,0,2,50,12,1,0
54,1,1,0,4,6,18,0,1
54,1,1,0,1,68.5,20,1,0
76,1,0,1,2,145,20,1,0
42,1,1,1,4,53,15,1,1
50,0,1,1,5,95,13,0,1
40,1,1,1,5,470,18,1,0
37,1,0,0,1,225,8,1,0
43,1,1,1,3,191,18,1,0
46,0,0,1,6,208,16,0,0
35,0,1,1,5,227,8,1,0
36,1,0,0,3,119,18,1,0
67,1,1,0,1,50,20,1,0
45,1,0,0,4,89,18,1,0
61,0,1,0,3,48,8,1,0
53,0,1,1,2,70,8,0,0
43,1,0,1,4,170,15,1,1
73,0,1,1,4,82,13,0,1
38,1,1,1,5,83,18,1,0
56,1,1,1,3,123,20,0,1
45,0,1,1,5,187,18,1,0
32,1,1,0,1,98,18,0,1
34,0,1,0,2,102,18,0,1
46,1,1,1,5,89,20,0,1
37,1,0,0,1,27,18,1,0
58,1,0,1,2,68,20,0,0
47,1,1,1,3,146,15,1,1
42,1,0,0,1,114,18,0,0
36,1,1,1,4,88,18,0,1
46,1,1,1,3,276,15,0,0
46,1,0,1,4,127,15,0,1
53,1,1,0,5,18,16,1,1
37,1,1,1,3,144,15,1,1
49,0,1,1,2,99,8,1,0
51,1,1,1,5,160,15,1,1
34,1,1,0,1,44.5,9,1,0
43,1,0,0,2,242,9,1,0
52,1,1,0,1,99,18,0,1
39,1,1,1,6,113,12,1,0
69,1,0,0,2,49,20,0,0
55,1,1,1,4,84,20,1,0
57,1,1,1,2,130,8,0,0
56,1,1,1,4,112,18,1,0
51,1,0,1,3,59.5,18,1,0
50,0,0,1,2,120,18,1,0
31,0,1,1,4,156,15,1,1
62,1,1,1,2,200,20,0,1
39,1,1,1,5,86,12,1,0
52,0,1,1,2,128,15,0,1
66,0,1,0,5,57.5,16,0,1
57,1,0,1,4,62.5,8,0,0
42,1,1,1,7,79,12,1,0
46,1,1,1,4,170,15,0,1
61,1,1,1,2,77,13,0,1
56,1,0,1,3,93,20,1,0
76,1,1,0,3,175,20,1,0
37,1,1,1,3,42,12,1,0
52,0,1,1,3,94,8,1,0
37,1,0,1,4,90,15,0,1
51,1,1,0,2,122,18,1,0
48,1,1,1,5,107,20,1,0
44,1,1,1,4,186,15,0,1
50,1,1,1,4,473,16,0,0
56,0,1,0,2,54,8,1,0
45,1,1,1,6,89,12,1,0
69,1,1,0,6,108,13,0,1
59,1,1,0,1,96,18,0,1
